Active Ingredient,Days Until Expiry,Storage Temperature (°C),Warning Labels Present,Dissolution Rate (%),Disintegration Time (minutes),Impurity Level (%),Assay Purity (%),Safe/Not Safe,Disease/Use Case,Expiry Date
Aspirin,65.0,29.736843642748298,1.0,94.88879426761086,27.30131649092792,0.118964740119359,95.170059857646,Safe,"Pain, Inflammation, Heart Disease",2025-11-14 05:58:36.864528
Amoxicillin,498.0,21.46738626709127,1.0,81.26682809357679,15.50944536555108,0.1865289705405894,100.2441410622978,Not Safe,Bacterial Infections,2027-01-21 05:58:36.864528
Cetirizine,354.0,25.6259692600143,0.0,86.07551980732673,,0.016476580907582,98.71298770984612,Safe,"Allergies, Cold Symptoms",2026-08-30 05:58:36.864528
Ciprofloxacin,688.0,16.00000757467227,0.0,92.87238491883922,23.12681243931625,0.1462136768415518,101.00212531499804,Safe,,2027-07-30 05:58:36.864528
Amoxicillin,787.0,25.894082702621,1.0,95.17716816741888,18.711409219851586,0.1647597237096698,92.42055891169952,Not Safe,Bacterial Infections,2027-11-06 05:58:36.864528
Aspirin,624.0,17.04373393900254,1.0,95.22143312609106,13.950431119531904,0.4808225289203908,102.79987700444316,Not Safe,"Pain, Inflammation, Heart Disease",2027-05-27 05:58:36.864528
Lisinopril,58.0,23.20278422365129,1.0,94.24754004423328,25.62929357264277,,98.38195248952552,Safe,,2025-11-07 05:58:36.864528
Aspirin,486.0,27.24951545050556,1.0,85.24924228991665,17.803846128642192,0.0716950145747258,102.98968572736224,Safe,"Pain, Inflammation, Heart Disease",2027-01-09 05:58:36.864528
Paracetamol,787.0,27.914931145887955,,90.32363090135284,,0.2911418409889795,100.44959188565836,Safe,"Fever, Mild Pain",2027-11-06 05:58:36.864528
Atorvastatin,924.0,19.222782651344303,0.0,97.1570198467486,3.4595744458504405,0.3349688959679454,97.20724182578554,Not Safe,High Cholesterol,2028-03-22 05:58:36.864528
Metformin,947.0,27.381487246027834,1.0,99.54228169013167,18.8844846257862,0.022495358988247,,Safe,Type-2 Diabetes,2028-04-14 05:58:36.864528
Omeprazole,745.0,22.45972505563559,0.0,99.78174974172404,5.865482661874477,0.0168220874847169,102.00448885852052,Safe,"Acid Reflux, Gastric Ulcers",2027-09-25 05:58:36.864528
Amoxicillin,,28.787548682310817,1.0,99.92650964620698,3.082534412426208,0.130688072576419,102.14975100431812,Safe,Bacterial Infections,
Metformin,309.0,21.08509500679401,0.0,82.77992756488035,1.2198754258888382,0.0189146336495049,93.32963749759556,Not Safe,Type-2 Diabetes,2026-07-16 05:58:36.864528
Ibuprofen,662.0,18.54421472920253,1.0,97.54796420021802,14.859047811037463,0.0713215723093293,102.13359736663212,Safe,"Pain, Fever, Inflammation",2027-07-04 05:58:36.864528
Metformin,161.0,18.54440311779384,1.0,88.75233943614381,27.146837331430568,0.0550110592764301,97.2840314147851,Safe,Type-2 Diabetes,2026-02-18 05:58:36.864528
Amoxicillin,753.0,29.676744799561327,0.0,81.65407878324449,21.354812206281974,0.3815466489389141,,Not Safe,Bacterial Infections,2027-10-03 05:58:36.864528
Cetirizine,952.0,28.959297966564417,0.0,91.53850147852896,14.66694311114212,0.2245106500248481,102.19658028649027,Safe,"Allergies, Cold Symptoms",2028-04-19 05:58:36.864528
Amoxicillin,798.0,21.767760006055354,0.0,96.70195650910776,26.22905411870609,0.4904587781791945,,Not Safe,Bacterial Infections,2027-11-17 05:58:36.864528
Amoxicillin,,20.009070827693662,1.0,89.86747008814648,8.457626029702702,0.460478516786427,103.532455131956,Not Safe,Bacterial Infections,
Paracetamol,401.0,15.076388818966318,0.0,92.3209588016406,7.4120308478014385,0.0757176178318948,95.71458457720784,Safe,"Fever, Mild Pain",2026-10-16 05:58:36.864528
Cetirizine,394.0,18.971272946142005,0.0,98.11203914335168,20.302630222465112,0.1928881736172232,101.38043270685318,Safe,"Allergies, Cold Symptoms",2026-10-09 05:58:36.864528
Cetirizine,464.0,18.52922788685516,1.0,95.19268850251986,16.93399148291756,0.0849987825541731,99.2011711079292,Safe,"Allergies, Cold Symptoms",2026-12-18 05:58:36.864528
Cetirizine,128.0,19.73673725817732,0.0,88.87860636483623,1.9295489099773304,0.1148245395238254,97.3432785637958,Safe,"Allergies, Cold Symptoms",2026-01-16 05:58:36.864528
Ibuprofen,,27.76353308452352,0.0,85.15891845481468,3.1469315352009284,0.0833454985885453,98.193276910936,Safe,"Pain, Fever, Inflammation",
Aspirin,735.0,20.28034843149524,0.0,93.06132033592138,1.4007314414468803,0.1313908611898188,100.67851379596306,Safe,"Pain, Inflammation, Heart Disease",2027-09-15 05:58:36.864528
Omeprazole,485.0,27.33605925131925,,85.04247128485135,16.342579946066593,0.1207523814981903,98.0509409527545,Safe,"Acid Reflux, Gastric Ulcers",2027-01-08 05:58:36.864528
Lisinopril,647.0,24.31698941266647,1.0,93.79733112772128,21.021737978775143,0.0252370597676234,103.28564517865554,Safe,,2027-06-19 05:58:36.864528
Cetirizine,429.0,19.29813805494615,1.0,82.2418225843914,28.922773936462715,0.132089625773259,104.37898989052124,Not Safe,"Allergies, Cold Symptoms",2026-11-13 05:58:36.864528
Atorvastatin,,15.864601501197573,0.0,,1.5356424821238996,0.3576130719217563,90.65806591179748,Not Safe,High Cholesterol,
Paracetamol,,15.06265897557991,0.0,94.75885878138637,25.07652564399806,0.0399632914232774,100.71421028854486,Safe,"Fever, Mild Pain",
Omeprazole,745.0,22.45972505563559,0.0,99.78174974172404,5.865482661874477,0.0168220874847169,102.00448885852052,Safe,"Acid Reflux, Gastric Ulcers",2027-09-25 05:58:36.864528
Omeprazole,621.0,24.57668291089859,1.0,90.07480466295584,,0.1045781900583227,90.46885622888112,Not Safe,"Acid Reflux, Gastric Ulcers",2027-05-24 05:58:36.864528
Atorvastatin,646.0,23.82704214193369,1.0,,7.107263433575924,0.0247605477214739,96.29725149890236,Safe,High Cholesterol,2027-06-18 05:58:36.864528
Amoxicillin,366.0,24.36228170498803,0.0,93.19139377375768,27.83273435535996,0.2286640415576498,95.48696923888528,Safe,Bacterial Infections,2026-09-11 05:58:36.864528
Omeprazole,272.0,28.863487654925542,0.0,90.3748232212768,5.51245808554493,0.2582903306546838,102.85008027282784,Safe,"Acid Reflux, Gastric Ulcers",2026-06-09 05:58:36.864528
Aspirin,564.0,21.68344358939856,0.0,85.27815950094354,13.112724040975854,0.2976626748133082,100.82945647059634,Safe,"Pain, Inflammation, Heart Disease",2027-03-28 05:58:36.864528
Omeprazole,746.0,29.23192925261964,0.0,97.20870848154806,13.287026804400972,0.280586885759655,97.80686402681444,Safe,"Acid Reflux, Gastric Ulcers",2027-09-26 05:58:36.864528
Omeprazole,55.0,,0.0,94.2418762282705,10.299333381434566,0.0439137706304106,98.88828988830092,Safe,"Acid Reflux, Gastric Ulcers",2025-11-04 05:58:36.864528
,837.0,16.891910049728505,0.0,91.14413240363356,17.447282383955514,0.0208419058616335,100.28742904003596,Safe,,2027-12-26 05:58:36.864528
Aspirin,448.0,28.764820437484325,1.0,,19.42065684466453,0.3021109165317374,95.1545520501241,Not Safe,"Pain, Inflammation, Heart Disease",2026-12-02 05:58:36.864528
Amoxicillin,776.0,28.13211012105682,0.0,83.0364897611449,,0.3013056727360054,91.10728747416002,Not Safe,Bacterial Infections,2027-10-26 05:58:36.864528
Metformin,51.0,21.64242738298644,1.0,90.39490964026396,8.408265574210745,0.1880139067095114,99.36286181923558,Safe,Type-2 Diabetes,2025-10-31 05:58:36.864528
Cetirizine,201.0,26.443100978603304,1.0,89.87560310264621,18.900446439407247,0.3431564517810079,101.4287498296679,Not Safe,"Allergies, Cold Symptoms",2026-03-30 05:58:36.864528
Atorvastatin,196.0,24.40848028205319,0.0,87.06396983422408,19.39100193403893,0.1544688084424058,95.62815133857124,Safe,High Cholesterol,2026-03-25 05:58:36.864528
Paracetamol,536.0,28.14095141440965,1.0,95.22158673589644,2.0982423074180803,0.4908329847608031,92.33029380799243,Not Safe,"Fever, Mild Pain",2027-02-28 05:58:36.864528
Ciprofloxacin,379.0,,0.0,88.68284702260983,2.394538651271472,0.2045769702589309,93.6986922805476,Not Safe,,2026-09-24 05:58:36.864528
Aspirin,315.0,25.31633146435341,0.0,92.2368759150522,3.827578550862927,0.4674982846008325,105.49554934049884,Not Safe,"Pain, Inflammation, Heart Disease",2026-07-22 05:58:36.864528
Paracetamol,548.0,21.8993911075774,1.0,85.51007174598473,11.94736203676965,0.1012177454033845,106.83579170838692,Not Safe,"Fever, Mild Pain",2027-03-12 05:58:36.864528
Paracetamol,566.0,19.80501011897877,0.0,,4.843075735655782,0.0806690305190178,96.69903400905918,Safe,"Fever, Mild Pain",2027-03-30 05:58:36.864528
Atorvastatin,116.0,29.41819828570752,0.0,96.4953784495614,10.069685187263222,0.2569597385318411,96.00525210980167,Safe,High Cholesterol,2026-01-04 05:58:36.864528
Metformin,840.0,25.40418038768887,1.0,91.89351762964137,7.73729426831032,0.2737290773571253,102.29553215936184,Safe,Type-2 Diabetes,2027-12-29 05:58:36.864528
Omeprazole,230.0,23.20117179874154,0.0,97.97575859183084,12.991361297913356,0.2939454205198537,102.95515944240624,Safe,"Acid Reflux, Gastric Ulcers",2026-04-28 05:58:36.864528
Paracetamol,709.0,20.753797289399383,0.0,96.33193610093254,29.63952382682568,0.0693546454034853,95.74686610396986,Safe,"Fever, Mild Pain",2027-08-20 05:58:36.864528
Lisinopril,940.0,18.940793077658817,0.0,88.77987333362586,18.59767882956183,,106.20567118421776,Not Safe,,2028-04-07 05:58:36.864528
Amoxicillin,100.0,16.292395032749543,1.0,93.14574809731933,21.55497682766228,0.3990106520197251,92.12269320464772,Not Safe,Bacterial Infections,2025-12-19 05:58:36.864528
Cetirizine,429.0,19.29813805494615,1.0,82.2418225843914,28.922773936462715,0.132089625773259,104.37898989052124,Not Safe,"Allergies, Cold Symptoms",2026-11-13 05:58:36.864528
Ibuprofen,505.0,18.096145546184456,0.0,85.70319491401689,24.731848786063324,0.3587699245530572,92.94228801130164,Not Safe,"Pain, Fever, Inflammation",2027-01-28 05:58:36.864528
Metformin,202.0,22.18192038654245,0.0,95.86602472408173,9.045625878138107,0.4069079460270552,95.41475676287514,Not Safe,Type-2 Diabetes,2026-03-31 05:58:36.864528
Ciprofloxacin,507.0,22.29650725423805,1.0,87.64304773469848,5.174262711815916,0.0467107722791385,95.70648912320662,Safe,,2027-01-30 05:58:36.864528
Aspirin,654.0,22.36419565387286,0.0,86.48676491340096,5.849895644742734,0.3923240958350235,100.056302745224,Not Safe,"Pain, Inflammation, Heart Disease",2027-06-26 05:58:36.864528
Lisinopril,560.0,27.44796130535121,0.0,83.49847096516524,22.45956368188691,0.487105052049912,95.71470299709236,Not Safe,,2027-03-24 05:58:36.864528
Lisinopril,126.0,,1.0,99.97081254565512,11.02509629881856,0.311252844485256,104.75555271471804,Not Safe,,2026-01-14 05:58:36.864528
,924.0,21.52063446257965,1.0,94.10287534415274,28.042865693906336,0.096323462763346,102.11712156237888,Safe,,2028-03-22 05:58:36.864528
Paracetamol,572.0,25.11885474753841,1.0,91.3879655202746,16.110781080707632,0.2179127470003464,98.82744980342898,Safe,"Fever, Mild Pain",2027-04-05 05:58:36.864528
Cetirizine,429.0,19.29813805494615,1.0,82.2418225843914,28.922773936462715,0.132089625773259,104.37898989052124,Not Safe,"Allergies, Cold Symptoms",2026-11-13 05:58:36.864528
Ibuprofen,839.0,29.31815892685258,1.0,90.4959520041816,,0.2467112928927597,96.43731514926156,Safe,"Pain, Fever, Inflammation",2027-12-28 05:58:36.864528
Aspirin,506.0,15.581334348216094,0.0,,16.91278642034937,0.2359481880039435,103.0538724326295,Safe,"Pain, Inflammation, Heart Disease",2027-01-29 05:58:36.864528
Atorvastatin,986.0,20.034313158926263,0.0,83.68148180353512,,0.3063038062175445,95.72196091385509,Not Safe,High Cholesterol,2028-05-23 05:58:36.864528
Omeprazole,342.0,18.448729081036795,0.0,89.21929266906794,11.558392929132882,0.0184963292723403,101.44457881672,Safe,"Acid Reflux, Gastric Ulcers",2026-08-18 05:58:36.864528
Amoxicillin,930.0,,0.0,87.71831541860402,4.588188855255917,0.4001726049733353,102.82222330808524,Not Safe,Bacterial Infections,2028-03-28 05:58:36.864528
Aspirin,976.0,27.75458443277914,1.0,98.47399080327943,11.440299546880476,0.4959960004263573,97.7457655645572,Not Safe,"Pain, Inflammation, Heart Disease",2028-05-13 05:58:36.864528
Aspirin,302.0,18.139921068343785,0.0,82.14411213090489,27.23144752720934,0.4658322761395077,90.91790970510664,Not Safe,"Pain, Inflammation, Heart Disease",2026-07-09 05:58:36.864528
Paracetamol,912.0,18.71236167202336,0.0,,,0.3091956139783795,108.01335215280535,Not Safe,"Fever, Mild Pain",2028-03-10 05:58:36.864528
Paracetamol,133.0,15.54682048365024,1.0,86.1061478678241,19.99376674566088,0.3760280667448452,103.90872253242932,Not Safe,"Fever, Mild Pain",2026-01-21 05:58:36.864528
Metformin,928.0,19.120792198021203,1.0,87.34908548710992,23.036596572956974,0.0493258326686757,98.35341550830132,Safe,Type-2 Diabetes,2028-03-26 05:58:36.864528
Aspirin,638.0,,1.0,93.69629263004344,2.388623800068069,0.0656503033833273,91.88557219553206,Not Safe,"Pain, Inflammation, Heart Disease",2027-06-10 05:58:36.864528
Amoxicillin,214.0,25.90694162389644,1.0,88.29869429112237,5.799575872302453,0.3959078216976515,98.965021337917,Not Safe,Bacterial Infections,2026-04-12 05:58:36.864528
Amoxicillin,176.0,16.568702220809023,1.0,88.37964326916259,23.875474931379195,0.2439039150509028,99.57923476568516,Safe,Bacterial Infections,2026-03-05 05:58:36.864528
Cetirizine,296.0,16.209910268499172,,99.08675363262148,10.5644052471218,0.2814589543696401,104.98833525506464,Safe,"Allergies, Cold Symptoms",2026-07-03 05:58:36.864528
Atorvastatin,330.0,25.671370566815376,1.0,93.85159588644844,16.83301540694872,0.2610021867539153,92.00925977698545,Not Safe,High Cholesterol,2026-08-06 05:58:36.864528
Ciprofloxacin,657.0,19.97929420604059,0.0,85.3735039194745,19.186982257314217,0.2552673185069553,96.77216737671156,Safe,,2027-06-29 05:58:36.864528
Cetirizine,659.0,20.38766210907347,0.0,83.09266692403695,7.963455955634842,0.011295751063963,103.8334014744008,Not Safe,"Allergies, Cold Symptoms",2027-07-01 05:58:36.864528
Atorvastatin,791.0,29.66566120044301,1.0,99.30099221252304,28.33753560705532,0.0783159993834607,99.23386094520586,Safe,High Cholesterol,2027-11-10 05:58:36.864528
Ciprofloxacin,483.0,19.903909016641386,1.0,89.76835560576924,,0.0950921943156833,95.31311046753468,Safe,,2027-01-06 05:58:36.864528
Aspirin,884.0,20.583549552611817,0.0,84.24622146137952,20.786582927381133,0.3975862980554377,100.01983106421366,Not Safe,"Pain, Inflammation, Heart Disease",2028-02-11 05:58:36.864528
Atorvastatin,,16.855920313686056,0.0,88.01171294991823,29.825035801567164,0.0622926501137487,97.72533618268268,Safe,High Cholesterol,
Paracetamol,457.0,26.06129737122489,0.0,81.53415494903913,,0.2682237863043518,107.4138307038887,Not Safe,"Fever, Mild Pain",2026-12-11 05:58:36.864528
Atorvastatin,405.0,17.86338327139256,0.0,86.51835969353081,13.368676726750223,0.44960947347893,91.98389903376146,Not Safe,High Cholesterol,2026-10-20 05:58:36.864528
Lisinopril,748.0,29.642225313103303,1.0,,20.217804980917983,0.0746487146441187,95.52199003616153,Safe,,2027-09-28 05:58:36.864528
Metformin,928.0,19.120792198021203,1.0,87.34908548710992,23.036596572956974,0.0493258326686757,98.35341550830132,Safe,Type-2 Diabetes,2028-03-26 05:58:36.864528
Aspirin,480.0,23.19520149616604,0.0,90.54136917533982,16.868826970609422,0.2846882832612578,100.51104925381728,Safe,"Pain, Inflammation, Heart Disease",2027-01-03 05:58:36.864528
Atorvastatin,443.0,20.23321555747774,1.0,92.75523675273556,19.672658164871976,0.4067950101202575,94.89924664804492,Not Safe,High Cholesterol,2026-11-27 05:58:36.864528
Lisinopril,256.0,27.25313358763012,1.0,85.9865726014252,11.826442793381128,0.4493626977942688,96.42815314471775,Not Safe,,2026-05-24 05:58:36.864528
Cetirizine,761.0,18.313168687351368,0.0,81.2356117177632,15.697539054713802,0.3579762306349268,94.85288305215116,Not Safe,"Allergies, Cold Symptoms",2027-10-11 05:58:36.864528
Omeprazole,789.0,18.17776636750869,0.0,85.80731520093681,6.080026797486084,,103.22075120107232,Safe,"Acid Reflux, Gastric Ulcers",2027-11-08 05:58:36.864528
Ibuprofen,911.0,19.6901887835332,0.0,93.48812946087742,7.470383277087114,0.3541193574098525,97.06051063731528,Not Safe,"Pain, Fever, Inflammation",2028-03-09 05:58:36.864528
Aspirin,786.0,21.52311232918684,0.0,83.51750424233319,15.757851965687935,0.0917075254421607,92.35868754465902,Not Safe,"Pain, Inflammation, Heart Disease",2027-11-05 05:58:36.864528
Metformin,309.0,21.08509500679401,0.0,82.77992756488035,1.2198754258888382,0.0189146336495049,93.32963749759556,Not Safe,Type-2 Diabetes,2026-07-16 05:58:36.864528
,840.0,25.40418038768887,1.0,91.89351762964137,7.73729426831032,0.2737290773571253,102.29553215936184,Safe,,2027-12-29 05:58:36.864528
Lisinopril,343.0,27.74459559282461,1.0,94.25888515552576,22.674524111904024,0.1139529426989832,104.69007304629385,Safe,,2026-08-19 05:58:36.864528
Lisinopril,321.0,23.440502565737493,1.0,90.31275282815726,12.088016077005342,0.4154079223717317,107.169481792445,Not Safe,,2026-07-28 05:58:36.864528
Amoxicillin,757.0,18.86514478849631,1.0,99.84135351771238,24.35635893541897,0.1686205214290606,101.44967370814976,Safe,Bacterial Infections,2027-10-07 05:58:36.864528
Amoxicillin,446.0,20.90299575350972,0.0,91.42675830980416,18.75020690651853,0.133030386866094,96.66067784738236,Safe,Bacterial Infections,2026-11-30 05:58:36.864528
Ibuprofen,,28.111893076272523,0.0,93.68704657144252,8.175922497418448,0.3053550002294041,92.77201368004694,Not Safe,"Pain, Fever, Inflammation",
Metformin,638.0,19.29579764186483,1.0,94.90078736063094,2.0045382464680093,0.3674670141790114,100.75169490662746,Not Safe,Type-2 Diabetes,2027-06-10 05:58:36.864528
Ibuprofen,67.0,17.10079014350652,1.0,91.01112334593928,29.573981699526723,0.21354189958209,101.1825388650872,Safe,"Pain, Fever, Inflammation",2025-11-16 05:58:36.864528
Metformin,79.0,20.7984475412852,1.0,,13.532653513515898,0.0257272835303392,103.52764968233603,Safe,Type-2 Diabetes,2025-11-28 05:58:36.864528
Ibuprofen,649.0,15.826716699536185,1.0,99.21453854765204,16.74676482243793,0.2871703590797697,103.23005817006006,Safe,"Pain, Fever, Inflammation",2027-06-21 05:58:36.864528
Paracetamol,511.0,27.413945662089755,0.0,83.53492071940587,13.14000406275284,0.0738426560498266,99.43203050980424,Not Safe,"Fever, Mild Pain",2027-02-03 05:58:36.864528
Ciprofloxacin,756.0,20.60876781867984,0.0,81.73964186732289,12.239106136896552,0.3383725279486895,98.50176425903533,Not Safe,,2027-10-06 05:58:36.864528
Atorvastatin,746.0,27.6536258524717,0.0,89.92064475185157,17.325792292844017,0.1061689119183061,106.30225366311922,Not Safe,High Cholesterol,2027-09-26 05:58:36.864528
Ciprofloxacin,170.0,20.88222355851997,0.0,82.52479994695692,9.031515407687976,0.4230314050626175,90.22419301766502,Not Safe,,2026-02-27 05:58:36.864528
,620.0,27.77517368038432,1.0,92.900253246066,13.118522971224136,0.0867543978076483,95.974384719802,Safe,,2027-05-23 05:58:36.864528
Amoxicillin,203.0,15.54416549212138,1.0,91.29840004854492,10.214775980489238,0.2614138643719251,98.915405923933,Safe,Bacterial Infections,2026-04-01 05:58:36.864528
Paracetamol,519.0,,0.0,82.06145641717674,21.056741622447177,0.1079391392379594,,Not Safe,"Fever, Mild Pain",2027-02-11 05:58:36.864528
Ciprofloxacin,439.0,20.599687807533385,0.0,90.87578048034489,19.01288210002465,0.4125496728403382,100.60365604847844,Not Safe,,2026-11-23 05:58:36.864528
Atorvastatin,166.0,22.528144627735173,0.0,,19.412730471493603,0.0997764474859226,106.22730807218844,Not Safe,High Cholesterol,2026-02-23 05:58:36.864528
Paracetamol,927.0,22.377593545158906,1.0,92.02635758372772,26.89686705526288,0.1986196070833692,100.1320413781456,Safe,"Fever, Mild Pain",2028-03-25 05:58:36.864528
Aspirin,106.0,25.21352656788732,1.0,87.12492491403216,9.26962723959643,0.2199374722621552,102.94759046130577,Safe,"Pain, Inflammation, Heart Disease",2025-12-25 05:58:36.864528
Cetirizine,364.0,16.6799750934953,0.0,93.435957426953,17.19256656590054,0.1501047413261614,103.15416481561049,Safe,"Allergies, Cold Symptoms",2026-09-09 05:58:36.864528
Cetirizine,435.0,28.95356464248828,0.0,98.37174630233297,22.02105234750266,0.1120808030107926,95.69257371145694,Safe,"Allergies, Cold Symptoms",2026-11-19 05:58:36.864528
Cetirizine,712.0,24.52749427917636,0.0,88.26537693495413,9.181832253928963,0.2749989367867284,106.71884271505684,Not Safe,"Allergies, Cold Symptoms",2027-08-23 05:58:36.864528
Aspirin,976.0,27.75458443277914,1.0,98.47399080327943,11.440299546880476,0.4959960004263573,97.7457655645572,Not Safe,"Pain, Inflammation, Heart Disease",2028-05-13 05:58:36.864528
Atorvastatin,135.0,16.02560908215168,,83.82424422836651,21.054822803776617,0.263707110782003,99.20049912238464,Not Safe,High Cholesterol,2026-01-23 05:58:36.864528
Lisinopril,321.0,23.440502565737493,1.0,90.31275282815726,12.088016077005342,0.4154079223717317,107.169481792445,Not Safe,,2026-07-28 05:58:36.864528
Paracetamol,922.0,28.85727156929576,0.0,83.9264098282214,6.100085547185999,,94.2030802624652,Not Safe,"Fever, Mild Pain",2028-03-20 05:58:36.864528
